Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
MAG264	Bacteria 	5449	104	58	69	33	2	0	0	0	51.21	3.45	100.00
MAG265	Archaea 	207	149	107	122	27	0	0	0	0	21.03	0.00	0.00
MAG266	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG267	root 	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
MAG268	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG269	Bacteria 	5449	104	58	88	16	0	0	0	0	22.41	0.00	0.00
MAG27	Proteobacteria 	2231	190	119	125	62	3	0	0	0	27.51	0.95	33.33
MAG270	Gammaproteobacteria 	356	451	270	33	411	7	0	0	0	95.80	1.79	42.86
MAG271	Rhodobacteraceae 	67	615	329	599	16	0	0	0	0	0.56	0.00	0.00
MAG272	Bacteria 	5449	104	58	68	36	0	0	0	0	50.31	0.00	0.00
MAG273	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG274	algicola 	47	571	303	136	428	7	0	0	0	79.98	1.24	28.57
MAG275	Bacteria 	5449	104	58	89	15	0	0	0	0	24.14	0.00	0.00
MAG276	Bacteria 	5449	104	58	89	15	0	0	0	0	18.97	0.00	0.00
MAG277	Rhodobacteraceae 	67	614	328	66	536	11	1	0	0	89.87	2.70	78.57
MAG278	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG279	Bacteria 	5449	104	58	77	27	0	0	0	0	41.38	0.00	0.00
MAG28	Bacteria 	5449	104	58	89	14	1	0	0	0	20.69	1.72	100.00
MAG280	Rhodobacteraceae 	56	582	313	62	514	6	0	0	0	88.31	1.01	0.00
MAG281	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG282	Bacteria 	5449	104	58	93	11	0	0	0	0	17.24	0.00	0.00
MAG283	Gammaproteobacteria 	263	502	230	64	427	11	0	0	0	86.33	3.18	63.64
MAG284	Bacteria 	434	277	185	93	178	6	0	0	0	63.06	1.44	0.00
MAG285	Gammaproteobacteria 	356	451	270	73	374	4	0	0	0	89.33	0.74	50.00
MAG286	Euryarchaeota 	148	188	125	28	159	1	0	0	0	79.60	0.80	0.00
MAG287	Gammaproteobacteria 	356	451	270	131	317	3	0	0	0	65.74	0.93	100.00
MAG288	Bacteria 	5449	104	58	91	12	1	0	0	0	17.24	1.72	100.00
MAG289	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG29	root 	5656	56	24	53	3	0	0	0	0	12.50	0.00	0.00
MAG290	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG291	Bacteria 	5449	104	58	28	21	52	2	1	0	91.38	79.31	42.19
MAG292	Euryarchaeota 	148	188	125	34	153	1	0	0	0	80.29	0.80	100.00
MAG293	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG294	Gammaproteobacteria 	356	451	270	100	346	5	0	0	0	77.80	0.80	0.00
MAG295	Bacteria 	5449	104	58	93	11	0	0	0	0	18.10	0.00	0.00
MAG296	Bacteria 	5449	104	58	78	26	0	0	0	0	38.09	0.00	0.00
MAG297	Gammaproteobacteria 	356	451	270	58	372	21	0	0	0	94.76	6.67	42.86
MAG298	Alphaproteobacteria 	564	349	230	28	320	1	0	0	0	95.72	0.43	0.00
MAG299	Gammaproteobacteria 	356	451	270	290	161	0	0	0	0	31.73	0.00	0.00
MAG3	Bacteria 	2921	152	93	61	70	20	1	0	0	61.80	14.47	8.70
MAG30	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG300	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG301	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG302	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG303	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG304	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG305	Bacteria 	5449	104	58	10	71	22	1	0	0	87.93	12.54	92.00
MAG306	Bacteria 	901	171	117	81	90	0	0	0	0	52.24	0.00	0.00
MAG307	Bacteria 	5449	104	58	77	27	0	0	0	0	37.07	0.00	0.00
MAG308	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG309	root 	5656	56	24	45	1	0	0	0	10	6.25	100.35	0.80
MAG31	Bacteria 	525	208	136	0	208	0	0	0	0	100.00	0.00	0.00
MAG310	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG311	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG312	Gammaproteobacteria 	356	451	270	19	411	19	2	0	0	94.20	5.00	88.00
MAG313	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG314	Bacteria 	2993	147	91	21	113	13	0	0	0	84.81	12.64	76.92
MAG315	Archaea 	207	149	107	28	105	15	1	0	0	74.77	13.08	83.33
MAG316	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG317	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG318	Archaea 	207	149	107	129	13	7	0	0	0	6.31	0.50	0.00
MAG319	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG32	root 	5656	56	24	0	0	0	0	22	34	100.00	558.68	40.87
MAG320	Bacteria 	5449	99	53	0	6	24	37	27	5	100.00	208.02	30.84
MAG321	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG322	Bacteria 	5449	104	58	90	14	0	0	0	0	9.22	0.00	0.00
MAG323	Gammaproteobacteria 	356	451	270	108	272	51	19	1	0	69.92	19.80	94.74
MAG33	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG34	Bacteria 	5449	103	57	79	13	10	1	0	0	20.41	4.11	23.08
MAG35	Bacteria 	5449	104	58	80	24	0	0	0	0	28.76	0.00	0.00
MAG36	Archaea 	207	149	107	120	29	0	0	0	0	16.51	0.00	0.00
MAG37	Alphaproteobacteria 	564	349	230	174	138	31	5	1	0	47.88	13.25	7.69
MAG38	Bacteria 	5449	102	56	93	3	6	0	0	0	3.12	0.97	0.00
MAG39	Euryarchaeota 	148	188	125	62	108	18	0	0	0	74.72	12.80	66.67
MAG4	Bacteria 	5449	104	58	21	57	26	0	0	0	68.81	13.71	42.31
MAG40	Actinomycetales 	69	400	198	46	354	0	0	0	0	87.22	0.00	0.00
MAG41	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG42	Proteobacteria 	1495	261	164	139	122	0	0	0	0	39.79	0.00	0.00
MAG43	Bacteria 	2993	147	91	94	53	0	0	0	0	28.57	0.00	0.00
MAG44	Bacteria 	5449	104	58	61	43	0	0	0	0	65.52	0.00	0.00
MAG45	Bacteria 	924	161	108	85	75	1	0	0	0	40.19	0.93	100.00
MAG46	Rhodospirillales 	63	336	201	22	287	27	0	0	0	94.83	10.41	51.85
MAG47	Bacteria 	901	171	117	29	132	7	3	0	0	77.78	8.12	50.00
MAG48	Bacteria 	2921	144	89	75	69	0	0	0	0	49.24	0.00	0.00
MAG49	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG5	Bacteria 	525	208	136	16	163	25	4	0	0	90.07	20.04	27.03
MAG50	Bacteria 	5449	104	58	38	13	53	0	0	0	39.66	22.41	100.00
MAG51	Bacteria 	924	151	101	94	57	0	0	0	0	38.38	0.00	0.00
MAG52	Archaea 	207	145	103	30	88	25	2	0	0	76.70	21.04	87.10
MAG53	Bacteria 	5449	104	58	2	35	55	12	0	0	96.55	56.35	92.31
MAG54	Gammaproteobacteria 	356	451	270	33	357	61	0	0	0	94.99	13.64	98.36
MAG55	Euryarchaeota 	148	188	125	65	123	0	0	0	0	65.56	0.00	0.00
MAG56	Betaproteobacteria 	323	376	229	13	172	90	81	15	5	97.16	99.58	98.94
MAG57	Bacteria 	5449	104	58	24	47	32	1	0	0	91.54	31.90	31.43
MAG58	Proteobacteria 	1495	261	164	176	76	9	0	0	0	31.76	4.88	0.00
MAG59	Gammaproteobacteria 	263	507	232	49	454	4	0	0	0	87.96	0.65	25.00
MAG6	Proteobacteria 	1495	242	151	29	184	25	4	0	0	97.40	17.55	94.59
MAG60	Gammaproteobacteria 	356	451	270	58	386	7	0	0	0	91.20	2.41	100.00
MAG61	Bacteria 	5449	102	56	98	4	0	0	0	0	6.25	0.00	0.00
MAG62	Bacteria 	5449	100	55	2	8	87	3	0	0	96.36	88.02	29.17
MAG63	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG64	Bacteria 	5449	104	58	5	23	66	9	1	0	91.38	75.00	78.79
MAG65	Flavobacteriaceae 	53	548	298	184	350	14	0	0	0	65.26	2.09	35.71
MAG66	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG67	Euryarchaeota 	148	188	125	21	142	23	1	1	0	86.76	10.97	12.50
MAG68	Bacteria 	5449	104	58	12	72	14	6	0	0	81.03	16.90	43.75
MAG69	Archaea 	207	145	103	104	41	0	0	0	0	28.60	0.00	0.00
MAG7	Bacteria 	5449	104	58	61	43	0	0	0	0	62.07	0.00	0.00
MAG70	Bacteria 	5449	103	57	9	23	53	9	8	1	88.60	98.18	76.81
MAG71	Bacteria 	901	171	117	54	115	2	0	0	0	60.68	1.14	50.00
MAG72	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG73	Archaea 	207	145	103	99	36	8	2	0	0	29.45	10.19	71.43
MAG74	Bacteria 	5449	104	58	93	8	3	0	0	0	6.46	0.47	0.00
MAG75	Archaea 	207	145	103	8	89	34	11	3	0	94.03	49.68	71.76
MAG76	Gammaproteobacteria 	119	544	284	434	109	1	0	0	0	15.76	0.35	0.00
MAG77	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG78	Bacteria 	5449	104	58	58	36	8	2	0	0	64.29	20.69	50.00
MAG79	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG8	Bacteria 	2258	188	117	11	115	48	12	1	1	96.10	57.18	78.00
MAG80	Archaea 	207	149	107	83	66	0	0	0	0	43.65	0.00	0.00
MAG81	Archaea 	207	149	107	139	10	0	0	0	0	3.94	0.00	0.00
MAG82	Archaea 	207	149	107	129	13	7	0	0	0	6.31	0.50	0.00
MAG83	Archaea 	207	149	107	128	6	8	5	2	0	7.25	4.88	0.00
MAG84	Rhodobacteraceae 	84	568	330	48	323	158	37	2	0	93.07	41.68	48.04
MAG85	Archaea 	207	149	107	143	6	0	0	0	0	1.29	0.00	0.00
MAG86	Archaea 	207	145	103	108	33	2	2	0	0	29.13	3.40	100.00
MAG87	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG88	Rhodobacteraceae 	67	615	329	89	473	43	10	0	0	87.97	8.67	93.15
MAG89	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG9	Bacteria 	2921	143	88	8	111	23	0	1	0	92.05	19.22	48.28
MAG90	Bacteria 	2921	152	93	67	85	0	0	0	0	60.44	0.00	0.00
MAG91	Euryarchaeota 	148	188	125	67	109	12	0	0	0	67.79	6.56	0.00
MAG92	Bacteria 	2993	147	91	72	73	2	0	0	0	65.13	2.20	50.00
MAG93	root 	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
MAG94	root 	5656	56	24	55	1	0	0	0	0	4.17	0.00	0.00
MAG95	Proteobacteria 	1495	261	164	43	196	22	0	0	0	93.09	10.57	90.91
MAG96	Gammaproteobacteria 	356	451	270	32	292	105	20	2	0	91.45	37.84	83.62
MAG97	Rickettsiales 	83	324	211	176	133	10	5	0	0	50.07	6.32	72.00
MAG98	Archaea 	207	149	107	131	16	2	0	0	0	5.38	0.14	50.00
MAG99	Archaea 	207	149	107	61	88	0	0	0	0	57.81	0.00	0.00
